reviews,Fine- grained sentiment_score,review_category
  Meet the expectations. Fingerprint reader is not that accurate. But ok it's good. Camera is above average. Battery life is excellent. Speakers are also very good.Overall good mobile for the price of 11k.,0.9514,positive
  Received the product in within 24 hoursLooks good on hand in Dazzling White colour.Also received my previous refund in 2 working days by AmazonGrt service hope it will maintain in future too.,0.8402,positive
  It was a surprise to my father and he was very happy with the phone 📱 the quality and camera Battery was super I worth it thank you for the great product and good delivery,0.9657,positive
  Average mobile but issues with performance,0,positive
"  Nice products and weight is very comfortable and white colour very beautiful and rainbows effect sunlight touching,,",0.8906,positive
  Phone not working purchase after 15 days,0,positive
  In this model have heating problem and fingerprint slow working I want refund this product but Amazon costumer executive says that not refund of this product so I suggest that don't buy threw Amazon,-0.1096,negative
  Phone is not at all 2020 addition it's hang like anything for hours touch not working fast unsatisfied ...,0.5801,positive
"  i got this mobile in exchange, in actual cost much better mobile you can purchase.",0.4404,positive
  Good built quality and battery life. Nice change after long use of MI phones.,0.6908,positive
  Awesome phone in this price range,0.6249,positive
  Perfect in all,0.5719,positive
  Using it for a month or more than 30 days.. It's amazing in performance but camera is not upto mark,0.34,positive
  Sound Clarity is Very GoodBuild Quality & Design are GoodBattery Backup GoodDisplay SatisfactoryCamera Below Average,0.4019,positive
  Quality as mentioned. Perfect phone and got good exchange value (for the previous phone purchased from Amazon itself)Arrived 2days before as per delivery schedule,0.8658,positive
  In the description headset was included but  there is no headset in my mobile box..please rectify this type of issues,-0.4215,negative
  Very slow software. Apps are taking too much time to start. Hanging problem always. Heating issue.,-0.4019,negative
  Phone is good. I am not sure whether it is 5000 mAH battery or 3000 mAH because battery is draining very quickly cant be use full day even after charging 100%.Camera quality is excellent.,0.6846,positive
"  I bought it for one of my friend, he told me the mobile is good and he liked very much......",0.836,positive
  Worst mobile from the starting only mobile is struck and no proper resolution done yet.Dont go for this mobile.,-0.8074,negative
"  I am happy with the product but the selfie cam could have been better. You can get this phone for a price range from 8,000-9,000. Don't get this phone for the actual price.",0.7351,positive
  It is good mobile but oppo should sell this mobile 9k.,0.2382,positive
  Good phone from oppo. Excellent camera and battery life. My father is using it for 1 months and he is liking it very much. Dazzling white is best color variant. Go for it.,0.926,positive
"  No option for a Screen lock pattern & it's only showing fingerprint & face option ,, fingerprint option not working properly & screen double tap option also not there in this mobile very bad",-0.7178,negative
  Very good but camera is average,0.2724,positive
  Excellent build quality. Screen_5 starSound_5 star dolbyPerformance 5 starCamera 3 star but good within this cost.Overall...5 star..worth of buying,0.7351,positive
  High,0,positive
  Camera quality was very badIt should be at least 48 mp at this price pointMany phones are available in the market with best camera in this priceGo for realme at this price,0.6369,positive
  Very nice product the camera are cool.The battery life is all dayFingerprint and face unlock is also so fast,0.4754,positive
  I have purchase the phone oppo A5 2020 but product is very bad and not working properly on day first and finger sensor not working properly and heating issue coming on day first.,-0.7343,negative
"  I am very much satisfied with everything I e.,finger print,camara and battery..Rajasekhar Gudapaty.",0.4728,positive
  Very bad phone touch are not working properlySo I call Amazon service center they told me the phone will be exchange some dayThe tomorrow the replacement order cancel Amazon,-0.5256,negative
"  I have given 2 star to camera , basis the night mode. It actually doesn't capture much at night.",0,positive
  Good deal at this price range. Stylish and easy to use. Thanks Amazon for 1day delivery. Very fast.,0.8555,positive
  HD videos not saport...Camara quality is not gud,0,positive
"  not so great not so bad, its not a fast charging phone as it mentioned lookwise is good. at this price its a good phone.if i told about the delivery its very fast and on time. Thank you",0.7818,positive
  Battery good build quality good processor good but camera quality very bad,-0.3269,negative
  I like very much this ph becz photo clarity amazing and battery charging very fast. Value for money,0.8928,positive
"  very good product to buy amazing battery life ordered 2nd phone after seeing the product, recommend to buy",0.8588,positive
  I like this phoneI dislike others,-0.0258,negative
  Gud...worth to buy for this much low price.i recommend oppo a5 2020,0.1027,positive
"  Use less products oppo A5,It's showing blank on display multiple time without any instructions action.Front and back both camera are very poor.Don't buy it.",0,positive
"  its amazing phone. internet supporting very fast surfing and good quality for me most useful and i, so happy this  Oppo A5 2020 phone . battery life is also good performance now...",0.9658,positive
   Front Camera display flickering in indoor low light situation in both image and video mode..very disappointed..,-0.6369,negative
  Very good product,0.4927,positive
  Very good phone at this price.I dont use Camera on the phone so can’t comment on the camera.,0.4927,positive
"  Well packed. It include  back cover , front glass , charger and  headset. Camera quality is good.i  like it very much.",0.5574,positive
  Bought for my younger brother and he's very happy with my choice. Next day he reported only 15% drainage of battery after using whole day. Phone is nyc as of now. Paisa wasool.,0.6115,positive
  Value for money,0.34,positive
  Very good product,0.4927,positive
"  No where on the site it is mentioned that  3gb variant has no headphone  ,  oppo is cheating by not  mentioning this on product page  . Amazon is sitting silent on this issue  .",-0.743,negative
  It’s too early to comment on the product. Review after one month of use. Thanks,0.4404,positive
"  Finger print ok battery okCamera quality, average, and display from other mob oppo",0.296,positive
  What is like is : i had buy it in exchange offer.The major cons: I found its heavy and not slim.,0.3612,positive
  The mobile phone is excellent but the earplugs doesn't came with it asper it's price it should either give earplugs otherwise the phone should support the fast charger,0.7096,positive
  Phone is good..but missing headphones.in my box.. little disappointed.,-0.6133,negative
  Not so good not so bad. It's okay price is towards very higher side.,0.3834,positive
  When I received this then I found that it's Mike and speaker is not working.Then I returned it.,0,positive
  Overall the phone is good but the facial recognition is not so good... It takes multiple attempts to open for facial recognition... Rest all is good,0.1919,positive
  Performance ok good for free fire normal for pubg cam quality is below average i byed 4gb phn is 10800 its average phn for ths rate,0.7184,positive
  Blue line on screen,0,positive
  super preform,0.5994,positive
"  The range in which this phone is, is quite good and its look attracts a lot of people.",0.7089,positive
"  Budget phone.Looks great. Performance is good, display is fantastic.Only thing is the camera is a little sluggish and grainy especially in low light environments.",0.4964,positive
  ☺,0.4588,positive
  Good batteryFingerprint reader it's okey okeyThen coming to camera quality it's not much good. But camera also we can say okey okey.Not much clarity in pic quality,0.5855,positive
"  Battery life not good even not getting two hours, I want replacement this mobile if possible",-0.2746,negative
  Camera quality good,0.4404,positive
  Everything is great except for the camera which I over-expected it. But good product at such price.,0.7506,positive
"  Overall phone is good camera , battery, screen, but i don't found a headset in the box . Its already mentioned that the box is contain headset but i don't found any headset in box",0.2382,positive
  Very good,0.4927,positive
  Product is good. discount is made on emi but at in statement of emi of icici credit card this discount is recovered in monthly emi. it totally fraud with custmer,-0.3159,negative
  overall mobile phone is ok but i am dis pointed because when I open the box I did't found the headphone,0.1531,positive
"  Excellent features the oppo a5 2020. Three speakers, 5000 mah battery life, the back camera have flesh with 4 cameras. Love you all.",0.836,positive
  Awesome,0.6249,positive
  Very good product,0.4927,positive
  If ur an music lover mostly watch videos in Mobiles means just go for awesome audio quality dolby admos ais awesome,0.9186,positive
  I really love this produch.But in this smart phone have Heating Issue.Amazon delever it to me ony 3 days very fast delevery.,0.8233,positive
"  Performance is good , Display is average and not satisfied it , battery is slow charge and it will take 03hrs to full it but battery backup is awesome.",0.7866,positive
"  I was using redmi note 5 before,Compared to that mobile breadth is small, Designed as length in higher and breadth shorter. Other are good.",0.4404,positive
  I am not satisfied with this phone. I want vivo s1pro white .replace with vivo,-0.2575,negative
"  Before use this product of 1month. Itell you this is very good quality product . Specially bettery ,camera and fingerprint is very good performance . Thank you amazon",0.862,positive
  Good quality of camera and value of the money product.,0.6486,positive
  Awesome!,0.6588,positive
  Nice quality,0.4215,positive
  Flesh light not working New mobile  please replace mobile ????,0.504,positive
"  fingerprint is fast and camera is better feeling(back camera is good),battery life is very good.headphones is not in tha box that once is very disturbpoint meant.",0.4404,positive
"  Phone was not working after 15 days ....worst of money, don't buy,it's personal suggestions.i m very fursted after facing this problem.",-0.8034,negative
  Everything goodBut mobile has no fastcharging,-0.296,negative
  Nice phone with awesome price thanks amazon,0.8885,positive
  Nice but high in cost,0.2263,positive
  A decent phone with average camera but a stronger battery backup. Its dolby sounds is also amazing. Processor is bit slow but as per as sd 665 its much expected.,0.8625,positive
  Love the designBuild qualityCamera positionEdge shapeGood 🔋One drawback is that the phone is a bit slow but you can hardly notice,0.3818,positive
  Phone is awsm there was an no thing to dislike but i'll give 3.5 star for camera very bad quality picture capture in ni8 time but in daylight insane camera 🔥🔥,-0.9541,negative
"  Super quality, excellent products.",0.8225,positive
  Like it,0.3612,positive
"  There is no nightmode,micro mode,in camera.the doesn't have a notification light.",-0.296,negative
"  wow nice phone in 9999 , camera quality awesome and display size also awesomeThankyou amazon for this product",0.9081,positive
  My phone is hang and not working from 2 days,0,positive
  Product is not good .. the accessories like earphones r not working in one week..poor camara and battery life.. customer care also no proper answer..,0.2718,positive
  Everything is good.i gifted this one to my father.he is very happy.mobile performance is very good.And thanks Amazon for good service.,0.793,positive
"  Good looking phone, decent features, fast and pleasantly responsive. Would have preferred stock android, waiting for the Android 10 update. Battery is a plus.",0.8176,positive
  The handset was missing in the packageWhen asked the instrument manufacturer answered that headset would be included only on high grade packagesNot mentioned any where,-0.296,negative
  Very good,0.4927,positive
  Nice Phone,0.4215,positive
  Best in class phone under 11k .. and no need to describe camera quality of oppo according to budget. And main thing avail in open not in flash sale.,0.4588,positive
  Osm👌👌all good time to deliver i am happyI give a 5 🌟 start,0.8993,positive
  Earphone not in box while i saw unboxing video these phone that time I viewed that earphone in box,0,positive
  Niceee,0,positive
  Awesome phone from Oppo first time i buy oppo phone and its just amazing.Pros: Camera quality  is goodBattery is outstandingSurround sound,0.6249,positive
  Battery drain too fastly and camera quality is not good,-0.3412,negative
   Bad camera working bad services,-0.7906,negative
  Best phone at 10990 price .It's premium look and feel better when in ur hand.Camera performance is good for day to day use is best.,0.9349,positive
  Camera quality is very bad.Batry life is also not good.Will take almost 4hours to full charge.Very disappointed.....,-0.4767,negative
"  In this price segment mobile is ok ,but little bit camera quality could be more improved. Design is ok.",0.7343,positive
"  Nice mobile and good rear camera but front camera isn't good,long time battery life but charging speed  bit slow. nice gamming mobile. Quick fingerprint. worth for money",0.7906,positive
  Not a good product. Problems right from the opening of box.,-0.6256,negative
  Excellent product and service of amazon.Only cons is that it have not fast charge support,0.3489,positive
  Fantastic overall built and featuresBudget phonesThanks Amazon for magnificent deal,0.8481,positive
"  ""fingerprint reader"",supeerr ""battery life""  is extrordinoryand ""camera quality much better for 11k ,price",0.4404,positive
  G c Roy  Kolkata 700114  2020  Review In India on 14 August 2020  Colour Mirror Block  SIZE NAME 32 GB OPPO A5 2020 Overall Excellent Excellent Excellent,0.8481,positive
  Overall good,0.4404,positive
  👍,0,positive
  No so good but not bad also at the same time. Ok product for rough use.Not enough battery life. Though has nice looks.,0.8328,positive
"  Vary bad product, I buy this product just 20 day back but now I am unable to shortdown the phone and it is running very slow.",-0.3071,negative
  Very good,0.4927,positive
  I've been using this phone for two days now. No lags at all. So far so good experience using the phone.,0.7336,positive
"  Build quality is good, camera average overall good mobile in this price segment,value of money",0.7003,positive
  Dont buy this product after 3 month it got hang & not working dont buy any oppo product. Neither oppo customer service reply,0,positive
  very good product in great deal..pretty handy and sound quality is the best in this device...for recording purpose it is very good in this price range,0.9402,positive
  This is very good it camera quality is good but not so good after this all of it's parts are working good,0.4317,positive
"  Amazing battery , great camera,great display screen all for really good price . Oppo has really impressed in last few years",0.9381,positive
  Very nice phone at this price,0.4754,positive
  Good phoneBattery backup is goodFront camera not good,0.1265,positive
  Hagging problem camera quality not good,-0.6256,negative
"  It has good quality of Fingerprint reader but it's battery life is too bad,I mean if I attend an online meeting then it's battery life is too short",0.2382,positive
  No headphones in the box please make a note and tell the reason,0.0258,positive
  value for money,0.34,positive
  Looking good metal finish White colour but no invoice,-0.2144,negative
  Sleek,0,positive
  Ok,0.296,positive
"  Doesn't support multi user mode. Came with very old OS version. Keypad quality not good. Heavy phone not easy to carry.Regards,Amber",-0.7244,negative
"  Worst camera. Looks like a 2 megapixel photo.Look, feel and battery backup is goodThe gaming experience is decent.",-0.3818,negative
  Worst quality at this price. Selling low quality mobile with increased prices. Suggest go for samsung even if it costs 2 to 3 thousand additional.,-0.6249,negative
"  Don't buy, phone stopped working after 8 days of purchaseTill then exchnge period got over, now I am taking round of service centre",0.1695,positive
  Fingerprint small and camera not good,-0.3412,negative
  Battery life is not so great when compared with redmi phones.some times few applications hangs.,-0.6296,negative
  Camera Quality is Awesome with Sony IMX 386 Camera Sensor📸💥💥❤,0.6486,positive
"  I don't like this mobile ,,While watching YouTube videos it is suddenly changing to black screen for some time and again conning back to normal.",-0.2755,negative
  Amazing device with This price point and battery backup was amazing I have order this for my friend and it was so happy with this phone,0.948,positive
  Only the camera carity not that much great.just okay.but other futures is good and phone is good for parents.,0.7003,positive
"  Not Highly recommended because better phone is available in same price segment, But best for general and durable uses",0.8165,positive
  gets hang regularly also works very slowly can run 2 application at a time. didn't received my cashback in hdfc card even after the purchased using that card,0,positive
  This mobile has the same futures compare to other mobiles.,0,positive
"  camera quality good , mobile is little bit heavy but its ok nice battery backup of 5000MahFingerprint sensor is very fastGo for it",0.8151,positive
"  Fingerprint  reader, face lock, battery life....  Specifications are good... Easy to  axis..",0.7003,positive
  Battery is not great working... charging is very very very slow,-0.5096,negative
"  I bought it one week before,Nice battery life,camera okay but not too good,Simply a great phone ,the only one drawback is you can't watch 1080p videos",0.7964,positive
  Shipping is very slow. From 4 days there is no response.  Bad service. Mobile is good. Budjet mobile. Features are very good,0.7746,positive
  My product is ok but in side the box.Only charger no headphones.In this feature is mentioned headphones also so I need headphones,-0.296,negative
  Like Battery 5k mah Dislike Camera and video quality poore.....,-0.0258,negative
  Very good product,0.4927,positive
  Nice product,0.4215,positive
  Camera quality could have been better at this price point. Battery life is decent can go a single day with full charge.Performance is satisfactory.,0.6597,positive
  A bit heavier but overall performance is good.,0.5927,positive
  Very Good,0.4927,positive
  nice,0.4215,positive
  Good product in this price range. Camera and sound quality was decent. Good battery backup. Processor Speed was pretty impressive.,0.9062,positive
  mi note 8 is much better option,0.4404,positive
  I think the best phone I have ever used.great display and clear camera . Smooth usage.Totally satisfied with this mobile.,0.8625,positive
  Looks wise good ...3GB RAM is not enough ... sometimes hangs.... camera quality is ok... battery life is good ..,0.836,positive
  Off course. It's just beautiful.... Lovely picture quality... It's only 720p.yet so beautiful.... Within 11000/= it's ok...,0.9286,positive
"  Nice products. Good build quality, just the camera has a very bad optimization. Hoping that it will get better in upcoming system updates.",0.8673,positive
  All n all great experience.only there is one issue that it takes about 1sec in face recognition of the person &all else everything is fine,0.7096,positive
  Battery is somehow weak. Camera quality is great.,0.296,positive
  Budget phone. Overall nice mobile.,0.4215,positive
  Very nice sets. As think gwt good. Very beautiful looks with excellent features.,0.9311,positive
  Very very very marvelous mobileWith excellent features,0.8657,positive
  Tq .......Amazon🤩🤩🤩🤩Best....on budget phone,0.1779,positive
  There is no dark mode enable feature on this phone which is very common now sad we didn't get dark mode hope oppo will give software update for dark mode,-0.3947,negative
  Fingerprint sensor is good 💥Color os 7 is also good💥Camara quality is quite good 💥Battery charging speed is slow 😰,0.7902,positive
  Very good product,0.4927,positive
  Good battery workingAnd processorAnd storageNice speakers (compare to vivo Y12) at this priceWorthy price value,0.6486,positive
  the first i bought has a touchscreen problem..and its returned...now its working fine.,0.2023,positive
  Good phone.. but price so high,0.2382,positive
"  Happy to buy in this price, Nice phone value for money....",0.836,positive
  Simply awesome Phone . . .value for money,0.7579,positive
"  features of OPPO A5 2020 (Dazzling White, 3GB RAM, 64GB Storage) is good but device more heated after 30 to 40 minutes continuous use.",0.2382,positive
  Badget phone,0,positive
  Very good,0.4927,positive
  Low price good smart phoneFeatured all powerfulSd6655000mah battery4+64Pubg smooth working game,0.5423,positive
  Nice product,0.4215,positive
  Battery quite strong and sturdy quality of camera is good if not too good but it comes in single speaker not dual as stated in the box.,0.3702,positive
  Great deal with all new features . Camera quality is also good in budget smartphones,0.7906,positive
"  Phone delivered in like 4 hours.Amazing amazon!This is what keeps me engaged with amazon, amazing buying experience",0.8748,positive
"  I haven't recieved a handset with this device, although it os mentioned on the box, its not included in it. Plz look into this matter",0.1091,positive
  Fabulous,0.5267,positive
  Good exchange value and good performance camera and battery capacity also super but upgrade required for more convenient usage and bug fixing then vishual effects.,0.7227,positive
  Camera and screen resolution is not upto the mark,0,positive
  Good mid range phone.,0.4404,positive
  Your providing phone lot issue...hung and back camera not working ...kindly replace the phone.,-0.3875,negative
  Good camera & battery love it oppo,0.7964,positive
  Ok,0.296,positive
  Good,0.4404,positive
  Just ok,0.296,positive
  Good,0.4404,positive
"  Very nice.... Writing after one week, good to use.... Comfortable size...Front cam is greater rather than back cam",0.8955,positive
  Good at this price.,0.4404,positive
  good phone with modern amenities.,0.4404,positive
  Nice phone,0.4215,positive
  Battery life is very goodCamera is okay,0.2878,positive
  Finger print reader is awesome and battery life changing in one Time it run full day camera quality back is awesome nice picture,0.9001,positive
  Best buy phone in the mid segment. Very beautiful phone. Good camera and sound. Smooth touch screen. Overall worth buying for 11k,0.9254,positive
  Very good Product on this Price Range in terms of features.,0.4927,positive
  Best use for parents who doesn't use heavy apps n long battery with decent camera and processor,0.6369,positive
  Overall good phone but voice is not  up to standard.. rest is good . Speed is also good,0.8641,positive
  Battery charge is very low. After 5 hours battery level very low.,-0.584,negative
  I got the product and found that this comes without headset. much disappointing,0.3875,positive
  After a week of usage it has a problem in calling and its 3 weeks now i want to replace this phone stuck with this phone please help,0.1531,positive
"  It's a complete wrist product it is not working, I return this pH but the new set is still full of problem. It doesn't not work.",-0.5499,negative
  Nice,0.4215,positive
"  Delight for music lover in this price range, good batter backup, decent camera,Overall satisfied",0.9246,positive
"  Battry backup is good but its take too many time to charge approx 5,6hour ...its not so good product i suggest",-0.4754,negative
  Excellent,0.5719,positive
  Bhut accha hai phone fingerprint bhi bhut bdiya kaam kr rha hai or battery bhi acchi hai camera quality jyada achi nhi,0,positive
  The charging is highly poor. It takes total 4.5 hours to charge it full. Do not buy. Battery drain faster.,-0.5256,negative
  I ordered 2 but strange thing happened with me i got earphone in one box and another without earphone. Why???,-0.4098,negative
  Nice 😊🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂,0.9949,positive
  +Stereo speakerDisplayBattery lifeCall quality,0,positive
  Item different and damage so I reject this item,-0.7334,negative
   Best phone in this price,0.6369,positive
"  Selfie camera is not up to the mark, rest all ok. It's a budget phone",0,positive
  Good,0.4404,positive
  This is a good mobile phone this mobile  camera is perfect and battery backup is very nice  design and built quality is super,0.9273,positive
  Nice product at this range,0.4215,positive
  One of the best product i have purchased....good quality..... reasonable price....good battery backup...fine camera quality...,0.6369,positive
  Excellent for me accordingly my point.,0.5719,positive
  Look osm Betty  backup  osmWorking  is also gud..Only camera  isn't  acroding  to phone.,0,positive
  Fantastic phoneLove it...😍😍😍,0.9118,positive
